schwer,1. Der Koffer ist viel zu schwer. 2. Die Prüfung war schwer. 3. Das ist eine schwere Arbeit. 4. Dieses Wort ist schwer zu erklären.
"die Schwester, -n",1. Meine Schwester heiratet morgen. 2. Schwester Anna hat mir eine Schmerztablette gegeben. 3. Meine Freundin ist Krankenschwester.
Schwieger-,1. Wir besuchen morgen meine Schwiegereltern. 2. Mein Schwiegervater ist Lehrer. 3. Ich verstehe mich gut mit meiner Schwiegertochter.
schwierig ,Die Prüfung war sehr schwierig.
"die Schwierigkeit, -en",Ich hatte große Schwierigkeiten mit dem Visum.
"schwimmen, schwimmt, schwamm, ist geschwommen",1. Ich gehe regelmäßig schwimmen. 2. Kannst du schwimmen?
"das Schwimmbad, -""er",Kommst du mit ins Schwimmbad?
"schwitzen, schwitzt, schwitzte, hat geschwitzt",Es war sehr heiß. Wir haben alle sehr geschwitzt.
"der See, -n/die See ","1. Unser Hotel war direkt am See. 2. Komm, wir fahren an den Bodensee. "
die Nordsee,3. Warst du schon mal an der Nordsee?
"sehen, sieht, sah, hat gesehen","1. Ich sehe nicht gut. Ich brauche eine Brille.2. Ich habe einen schönen Film gesehen. 3. Wir haben uns lange nicht gesehen. 4. Darf ich mal Ihren Ausweis sehen? 5. Sieh mal! Es schneit.6. Ich komme gleich wieder, ich muss mal schnell nach dem Essen sehen. 7. Was machst du im Urlaub? – Ich weiß noch nicht. Mal sehen. 8. Du siehst deiner Mutter sehr ähnlich."
,
,
"die Sehenswürdigkeit, -en ",Welche Sehenswürdigkeiten gibt es hier?
sehr,Ich habe mich sehr über Ihren Besuch gefreut. Hier ist Ihr Essen. – Danke sehr. Das Wetter ist heute sehr schön.
"die Seife, -n ",Hier gibt es keine Seife.
"sein, ist, war, ist gewesen","1.        Ich bin Mechaniker. 2.        Das sind meine Kollegen. 3.        Ich bin müde. 4.        Mein Bruder ist jetzt
fünfzehn Jahre alt. 5.        Heute ist Montag. 6.        Der Termin beim Zahnarzt
ist erst übermorgen. 7.        Um 11 Uhr ist Pause. 8.        Herr Müller ist in seinem Zimmer. 9.        Das Auto ist mir zu teuer. 10. Das ist schwer zu verstehen. 11. Mir ist kalt."
seit,"1. Wir wohnen seit dem 1. März in Dortmund.2. Seit ich in Deutschland wohne, lerne ich Deutsch."
seitdem,Ich bin vor zwei Jahren nach Deutschland gekommen. Seitdem lerne ich Deutsch.
"die Seite, -n",1. Das hier ist die Goethestraße. Ich wohne auf der linken Seite.2. Der Text steht auf Seite 20.
"die Sekretärin, -nen", Ich arbeite als Sekretärin.
selb-,Ich habe am selben Tag Geburtstag wie du.
selbst,Den Kuchen habe ich selbst gebacken.
selbstständig,"1. Jetzt bin ich angestellt. Früher war ich selbstständig. 2. Wir suchen eine Sekretärin, die selbstständig arbeiten kann."
selbstverständlich,Selbstverständlich sagen wir Ihnen sofort Bescheid.
selten ,Ich gehe ganz selten ins Kino.
"das Semester, -",Mein Neffe studiert im 7. Semester Medizin.
"senden, sendet, sendete/ sandte, hat gesendet/ hat gesandt",1. Bitte senden Sie uns die Unterlagen per E-Mail. 2. Können Sie uns die Post bitte nachsenden?
"der Sender, -",1. Welchen Sender siehst du am liebsten?2. Ich höre immer den Nachrichtensender.
"die Sendung, -en",1. Wir wiederholen die Sendung am 11. Mai.2. Ich warte auf eine Postsendung. 
die Senioren (Pl.) ,Dieser Kurs ist für Senioren. 
senkrecht,Ziehen Sie bitte eine senkrechte Linie. 
"die Serie, -n ",Meine Tochter liebt Fernsehserien.
der Service,1. Rufst du beim Pizza-Service an? 2. Ich war mit dem Service in der Werkstatt nicht zufrieden.
"der Sessel, -",Ich hätte gern einen bequemen Sessel.
"setzen, setzt, setzte, hat gesetzt",1. Darf ich mich zu Ihnen setzen? 2. Ich setze meine kleine Tochter immer auf den hohen Stuhl.
sicher,"1. Dieses Auto ist besonders sicher. 2. Bist du sicher, dass die Bank heute geöffnet ist? 3. Das weiß ich ganz sicher. 4. Du bist jetzt sicher müde."
die Sicherheit,Sicherheit ist für mich sehr wichtig.
"sichern, sichert, sicherte, hat gesichert",Du musst immer alle Daten im Computer sichern.
sichtbar,Es gibt keine sichtbaren Verletzungen. Aber wir müssen das Bein trotzdem untersuchen.
"der Sieg, -e",Unsere Mannschaft hat gewonnen. Wir freuen uns über den Sieg.
"der Sieger, -",Wer hat gewonnen? Wie heißt der Sieger?
"singen, singt, sang, hat gesungen","1. Ich singe gern. 2. Ich kann heute nicht singen,ich bin erkältet. 3. Wir haben gefeiert und Lieder gesungen."
"sinken, sinkt, sank, ist gesunken",1. Das Schiff ist vor der Küste gesunken. 2. Der Preis ist um 3 % gesunken.
der Sinn,Bitte rufen Sie nicht jeden Tag an. Das hat keinen Sinn.
"die Situation, -en",Meine Situation ist schwierig.
"sitzen, sitzt, saß, hat gesessen",1. Wo möchten Sie sitzen? – Bitte ganz hinten.2. Die Jacke sitzt sehr gut.
"der Sitz, -e ",Ich suche für meinen Sohn einen Kindersitz fürs Auto.
"der Ski, -er (auch: -)",1. Gehen wir am Wochenende Ski laufen?2. Das sind aber schöne Skier!
die SMS,Ich habe dir heute Morgen eine SMS geschickt. Warum antwortest du nicht?
,
,
so,"1. Wie macht man das? – So! 2. Sie müssen das so machen. Nicht so! 3. Sie sind auch hier! So ein Zufall! 4. Ich melde mich, so schnell ich kann. 5. Wann treffen wir uns? – So gegen 10 Uhr. Ist dir das recht? 6. Dauert es lange? – Eine Stunde oder so kann es schon dauern. 7. Ich hatte kein Geld dabei. Da haben sie mich so hineingelassen. 8. So, jetzt bin ich fertig. Was machen wir jetzt? 9. Fahren Sie bitte nicht so schnell! 10. So, das war’s / das wär’s! 11 Meine Frau ist so groß wie ich. 12. Die Tomaten sind im Moment nicht so teuer. 13. Was macht ihr denn so?"
sobald,"Sobald ich den Termin weiß, gebe ich Ihnen Bescheid."
"die Socke, -n",Im Winter brauche ich warme Socken.
sodass,"Der Zug hatte zwei Stunden Verspätung, sodass ich erst um 23 Uhr nach Hause kam."
"das Sofa, -s",Wir hätten gern ein modernes Sofa.
sofort,1. Sie müssen sich sofort anmelden. 2. Karten für das Konzert bekommen Sie ab sofort im Verkehrsverein.
die Software,Ich habe mir eine neue Software gekauft. Ich bin sehr zufrieden damit.
sogar,Mein Onkel hat uns zum Essen eingeladen. Danach hat er uns sogar zum Bahnhof gebracht.
"der Sohn, -""e",Mein jüngster Sohn ist vier.
solange,"Solange Sie Fieber haben, dürfen Sie auf keinen Fall arbeiten gehen."
solch- ,Solche Schuhe finde ich toll.
"sollen, soll, sollte, hat gesollt/... sollen","1. Sie sollen sofort zum Chef kommen. 2. Wann soll ich kommen? 3. Ich habe im Radio gehört, es soll morgen regnen. 4. Sollten Sie mit dem Vorschlag nicht einverstanden sein, rufen Sie mich an."
"das Sonderangebot, -e ",Das ist ein Sonderangebot: 25 % reduziert.
sondern ,"Unser Besuch kommt nicht heute, sondern morgen."
die Sonne,1. Das Wetter ist schön. Die Sonne scheint. 2. Ich habe zu lange in der Sonne gelegen.
sonst,"1. Sonst noch etwas? – Nein, danke. Das ist alles. 2. Haben Sie sonst noch einen Wunsch? 3. Wir müssen jetzt gehen, sonst wird es zu spät. 4. Heute ist der Chef nicht mehr da. Sonst ist er um diese Zeit immer im Büro. "
sonstig,Schau mal unter « Sonstiges ».
"sorgen, sorgt, sorgte, hat gesorgt","1. Wer sorgt denn für die Kinder? 2. Können Sie bitte dafür sorgen, dass die Heizung funktioniert?"
"die Sorge, -n",1. Ich mache mir Sorgen um meinen Sohn. Er ruft nicht an. 2. Um Ihre Zukunft brauchen Sie sich keine Sorgen zu machen.
"die Soße, -n ",Gibst du mir bitte mal die Soße?
"das Souvenir, -s",Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.
soviel ,"Soviel ich weiß, hat dieses Restaurant heute Ruhetag."
so viel/so viel wie,1. Ich verdiene nur halb so viel wie er. 2. Ich habe so viel gegessen. Jetzt ist mir schlecht.
sowieso,Willst du mir den Brief mitgeben? Ich gehe sowieso zur Post.
sowohl ... als auch,Sowohl Sie als auch Ihre Frau müssen unterschreiben.
"das Sozialamt, -""er ",Sie müssen zum Sozialamt gehen.
"der Sozialarbeiter, -",Ein Schwager von mir arbeitet als Sozialarbeiter.
die Sozialhilfe,Sie können Sozialhilfe beantragen.
spannend,Das Spiel war spannend bis zur letzten Minute.
"sparen, spart, sparte, hat gespart","1. Ein Auto ist mir zu teuer, ich muss sparen. 2. Um Strom zu sparen, schalten wir die Heizung nachts aus."
sparsam,1. Meine Frau ist sehr sparsam. 2. Mein Auto ist sehr sparsam. Es verbraucht nur 5 Liter.
der Spaß,1. Meine Arbeit macht mir viel Spaß. 2. Ich tanze gern. Das macht mir Spaß. 3. Viel Spaß bei der Party!
spät,"1. Wie spät ist es? 2. Es ist schon spät, ich muss gehen. 3. Ich muss mich beeilen. Sonst komme ich zu spät. 4. Sonntags stehen wir immer spät auf. 5. Am späten Nachmittag ist der Verkehr besonders stark. 6. Können Sie später noch mal anrufen? 7. Was willst du denn später mal werden?"
,
,
spätestens,Ich muss spätestens um 9 Uhr bei der Arbeit sein.
"spazieren gehen, geht spazieren, ging spazieren, ist spazieren gegangen",Wir gehen sonntags immer spazieren.
"der Spaziergang, -""e",Abends mache ich oft einen Spaziergang.
"speichern, speichert, speicherte, hat gespeichert",Sie müssen die Datei speichern.
Speise-/-speise ,--------------
"die Speisekarte, -n","Bitte, die Speisekarte. "
"der Speisewagen, - ",Wo ist der Speisewagen?
"die Vorspeise, -n","Als Vorspeise nehme ich eine Suppe, aber dafür nehme ich keine Nachspeise."
Spezial-,Ich brauche eine Spezialpflege für trockenes Haar.
"der Spezialist, -en",Mein Arzt hat mich zum Spezialisten geschickt.
speziell,Ich suche einen ganz speziellen Ring für meine Freundin.
"der Spiegel, -","Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?"
"spielen, spielt, spielte, hat gespielt","1. Wir haben einen großen Garten, da können die Kinder spielen. 2. Mein Cousin spielt sehr gut Fußball. 3. Am Sonntag spielt unsere Mannschaft gegen Kleindorf. 4. Spielen Sie ein Instrument? 5. Spielen Sie Karten?"
"das Spiel, -e",1. Monopoly ist ein ganz bekanntes Spiel. 2. Nach 20 Minuten stand das Spiel 2 : 1.
"der Spieler, -",Mein Sohn möchte Fußballspieler werden.
"der Spielplatz, -""e ",Die Kinder sind auf dem Spielplatz.
das Spielzeug,Zu Weihnachten wünschen sich die Kinder vor allem Spielzeug.
spitz ,Der Bleistift ist nicht spitz.
der Sport,1. Für Sport interessiere ich mich sehr. 2. Ich mache viel Sport.
"die Sportart, -en ",Welche Sportart findest du am besten?
"der Sportler, -",Meine Mutter war früher Sportlerin.
sportlich,1. Mein Bruder ist sehr sportlich. 2. Ich mag bequeme und sportliche Kleidung. 
"die Sprache, -n ",Franco spricht mehrere Sprachen. 
"die Muttersprache, -en",Was ist Ihre Muttersprache?
"sprechen, spricht, sprach, hat gesprochen",1. Können Sie bitte etwas lauter sprechen? 2. Jean spricht sehr gut Deutsch. 3. Ich möchte nicht darüber sprechen. 4. Die Bundeskanzlerin spricht heute Abend im Fernsehen. 5. Kann ich bitte Herrn Müller sprechen?
"die Sprechstunde, -n",Dr. Müller hat nachmittags keine Sprechstunde.
"springen, springt, sprang, ist gesprungen","1. Wir waren im Schwimmbad. Mein Sohn ist immer wieder ins Wasser gesprungen. 2. Wie weit bist du heute gesprungen? – 3,40 m."
"die Spritze, -n",Ich habe heute vom Arzt eine Spritze gegen die Schmerzen bekommen.
"spülen, spült, spülte, hat gespült",1. Hast du das Geschirr gespült? 2. Sie können jetzt den Mund ausspülen.
"die Spülmaschine, -n ",Ich habe eine Spülmaschine.
"die Spur, -en", Die Polizei hat noch keine Spur. 
"spüren, spürt, spürte, hat gespürt",Wo tut es weh? Spüren Sie das hier?
"der Staat, -en",Sie bekommen vom Staat einen Teil der Miete bezahlt.
staatlich ,Für dieses Projekt gibt es staatliche Unterstützung.
die Staatsangehörigkeit,Tragen Sie bitte hier die Staatsangehörigkeit ein.
"das Stadion, Stadien ",Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.
"die Stadt, -""e",1. Heidelberg ist eine alte Stadt. 2. Ich wohne lieber auf dem Land als in der Stadt. 3. Gehst du mit in die Stadt? 4. Mein Mann arbeitet bei der Stadt.
städtisch,Die städtischen Verkehrsbetriebe wollen die Tarife erhöhen.
"der Stadtplan, -""e",Haben Sie einen Stadtplan? 
"stammen, stammt, stammte, hat gestammt",Woher stammen Sie eigentlich?
"das Standesamt, -""er",Die Hochzeit ist am 3. Mai im Standesamt Weilburg.
ständig,Ich habe schon ein paar Mal bei meiner Freundin angerufen. Es ist ständig besetzt.
"der Standpunkt, -e","1. Von seinem Standpunkt aus hat er recht.2. Er steht auf dem Standpunkt, dass ..."
"der Star, -s",Diese Sängerin ist ein großer Star in Deutschland.
,
,
stark,1. Der Kaffee ist sehr stark. 2. Am späten Nachmittag ist der Verkehr besonders stark. 3. Ich habe starke Kopfschmerzen. 4. Können Sie mir kein stärkeres Mittel verschreiben? 5. Es hat stark geregnet.
"starten, startet, startete, ist gestartet",Die Maschine ist pünktlich gestartet.
"der Start, -s ",Bleiben Sie bitte während des Starts auf Ihren Sitzen.
"die Station, -en",1. Sie müssen an der nächsten Station aussteigen. 2. Meine Nachbarin liegt auf Station III.
statt,Kann ich diese Woche statt Donnerstag am Freitag kommen?
"stattfinden, findet statt, fand statt, hat stattgefunden",1. Die Versammlung findet morgen Abend um 18 Uhr statt. 2. Das Spiel findet auch bei Regen statt.
"der Stau, -s",1. Auf der A3 wegen eines Unfalls 5 km Stau.2. Wir standen eine Stunde im Stau.
der Staub,1. Ich habe überall Staub gewischt. 2. Ich muss noch Staub saugen.
"das Steak, -s",Bitte ein Steak mit Salat.
"stecken, steckt, steckte, hat gesteckt",1. Wo ist denn mein Pass? Ich hatte ihn doch in die Handtasche gesteckt. 2. Du kannst reingehen. Der Schlüssel steckt. 3. Die Zeitung steckt im Briefkasten.
"die Steckdose, -n ",Wir haben keine Steckdose in diesem Zimmer.
"der Stecker, -",Der Stecker passt nicht in diese Steckdose.
"stehen, steht, stand, hat gestanden","1. In meinem Beruf muss ich viel stehen. 2. Als wir kamen, stand das Essen schon auf dem Tisch. 3. Der Bus steht schon an der Haltestelle. 4. Mein Auto steht im Parkhaus. 5. Was steht heute in der Zeitung? 6. Der Schalter steht auf „aus“. 7. Nach 20 Minuten stand das Spiel 1:1. 8. Die neue Bluse steht dir gut."
stehen bleiben,1. Bitte bleiben Sie stehen. 2. Meine Uhr ist stehen geblieben.
"stehlen, stiehlt, stahl, hat gestohlen",Gestern hat mir jemand im Zug meine Uhr gestohlen.
"steigen, steigt, stieg, ist gestiegen",1. Die Preise für Milch und Gemüse steigen.2. Gegen Abend ist das Fieber wieder gestiegen.
steil,Die Straße zu unserem Haus ist sehr steil.
"der Stein, -e ",Die Kinder werfen Steine ins Wasser.
"die Stelle, -n",1. Ich habe eine neue Stelle. 2. Wir treffen uns hier an dieser Stelle. 3. Diese Stelle in seinem Brief ist mir nicht ganz klar. 4. An Ihrer Stelle würde ich den Vertrag nicht unterschreiben. 5. An welche Stelle muss ich den Antrag schicken?
"stellen, stellt, stellte, hat gestellt",1. Stell das Bier in den Kühlschrank! 2. Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse. 3. Wo kann ich mein Auto hinstellen? 4. Würden Sie das Radio bitte etwas leiser stellen. 5. Haben Sie einen Moment Zeit? Wir möchten Ihnen ein paar Fragen stellen. 6. Ich habe den Wecker auf 5 Uhr gestellt.
"der Stempel, -",Es gilt das Datum des Poststempels.
"sterben, stirbt, starb, ist gestorben",1. Mein Kollege kommt heute nicht. Sein Vater ist gestern gestorben.2. Woran ist er gestorben?
"der Stern, -e ",Heute sieht man viele Sterne am Himmel.
"die Steuer, -n",1. Wir müssen immer mehr Steuern zahlen.2. Haben Sie Ihre Lohnsteuerkarte dabei?
still,1. Sei doch mal einen Moment still! 2. Maria kann nicht still sitzen.
"der Stiefel, -",Ich habe mir für den Winter ein Paar warme Stiefel gekauft.
"die Stimme, -n",Ich habe dich sofort an der Stimme erkannt.
"stimmen, stimmt, stimmte, hat gestimmt",1. Meine Adresse stimmt nicht mehr. 2. Das Wetter in Deutschland könnte besser sein. – Das stimmt.
"die Stimmung, -en",Es war eine tolle Party. Die Stimmung war sehr gut.
"die Stirn, -en",Mach dir die Haare aus der Stirn.
"stinken, stinkt, stank, hat gestunken",1. Was stinkt denn hier so? – Das ist die Farbe. Wir haben frisch gestrichen.2. Der Fisch ist nicht mehr gut. Er stinkt schon.
der Stock ,"Mein Büro ist im 3. Stock, Zimmer 305."
"das Stockwerk, -e",Das Gebäude hat zwanzig Stockwerke.
,
,
"der Stoff, -e",1. Was für ein Stoff ist das? – Wolle. 2. In manchen Farben sind giftige Stoffe.
stolz,"1. Mein Sohn ist ganz stolz, dass er die Prüfung bestanden hat.2. Ich bin stolz auf dich. Das hast du sehr gut gemacht."
"stoppen, stoppt, stoppte, hat gestoppt","Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gegangen bin."
"stören, stört, störte, hat gestört",1. Darf ich Sie einen Augenblick stören? 2. Du kannst das Radio anlassen.
"die Störung, -en",Das stört mich nicht. Entschuldigen Sie bitte die Störung.
"stoßen, stößt, stieß, hat gestoßen",Wie haben Sie sich denn verletzt? – Ich habe mich an der Autotür gestoßen.
"die Strafe, -n ",Schwarzfahren kostet 60 Euro Strafe.
"der Strafzettel, -",So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.
"der Strand, -""e ",Im Urlaub bin ich am liebsten am Strand.
"die Straße, -n",1. Wir wohnen in der Gartenstraße. 2. Unser Haus ist eine Straße weiter. 3. Fahren Sie die erste Straße links.
"die Straßenbahn, -en ",Ich bin heute mit der Straßenbahn gekommen.
"die Strecke, -n","1. Sind Sie die ganze Strecke zu Fuß gegangen?2. Auf der Strecke München – Salzburg 8 km Stau.3. Ich möchte nach Hamburg fahren. Können Sie mir sagen, welche Strecke am besten ist?"
"streichen, streicht, strich, hat gestrichen",1. Ich muss meine Wohnung neu streichen.2. Das Wohngeld ist gestrichen. Wir verdienen jetzt zu viel.
"das Streichholz, -""er",Ich hätte gern eine Schachtel Streichhölzer.
"streiken, streikt, streikte, hat gestreikt",Die Mitarbeiter streiken für höhere Löhne.
"der Streik, -s",Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.
"streiten, streitet, stritt, hat gestritten","1. Die Kinder streiten sich oft. 2. Es hat keinen Sinn, mit Ihnen zu streiten."
der Streit,Ich möchte keinen Streit mit den Nachbarn.
streng,Unsere Tochter hat einen sehr strengen Lehrer.
der Stress ,Ich habe bei der Arbeit viel Stress.
der Strom,Wie kann ich im Haushalt Strom sparen?
"der Strumpf, -""e ",Wo sind meine roten Strümpfe?
"das Stück, -e/-stück, -e",1. Ich nehme zwei Stück Zucker in den Kaffee.2. Möchten Sie noch ein Stück Kuchen? 3. Wie viele Gepäckstücke haben Sie? 4. Was kosten die Kulis?– Ein Euro pro Stück. 5. Ich begleite dich ein Stück.
"studieren, studiert, studierte, hat studiert",1. Mein Sohn will Medizin studieren. 2. Ich studiere in Mainz.
"der Student, -en",Schüler und Studenten zahlen die Hälfte.
" das Studium, Studien",Sie brauchen für diese Stelle ein fertiges Studium.
"das Studio, -s ",Zu Gast im Studio sind heute ...
"die Stufe, -n","1. Vorsicht, Stufe! 2. Die Volkshochschule bietet Sprach-kurse auf verschiedenen Stufen an. "
"der Stuhl, -""e",Da hinten ist noch ein Stuhl frei.
stumm,Stell bitte dein Handy leise oder auf stumm.
"die Stunde, -n",1. Ich bin in einer Stunde wieder zurück.2. Wir haben heute nur vier Stunden Schule. 3. Ich warte seit zwei Stunden auf dich.
"der Sturm, -""e",Im Radio haben sie Regen und Sturm angesagt.
"stürzen, stürzt, stürzte, ist gestürzt",Ich bin auf der Straße gestürzt und habe mir den Fuß gebrochen.
"suchen, sucht, suchte, hat gesucht",1. Ich suche meine Brille. 2. Wir suchen eine größere Wohnung. 3. Wen suchen Sie?
der Süden/Süd/Süd-,"1. Dieser Ort liegt im Süden der Schweiz. 2. Menschen aus Nord und Süd feiern dieses Fest. 3. z. B. Süddeutschland, Südbahnhof,"
südlich ,"Südwind, ... Mein Dorf liegt südlich von München."
"der Supermarkt, -""e",Donnerstags gehe ich immer in den Supermarkt.
"die Suppe, -n",Schmeckt dir die Suppe?
süß,1. Ich esse gern süße Sachen. 2. Die kleine Eva ist aber wirklich süß.
"das Symbol, -e",1. Das Herz ist ein Symbol für die Liebe. 2. Auf dem Bildschirm finden Sie viele Symbole.
,
,
sympathisch,1. Ich finde unsere neue Kollegin sehr sympathisch.2. Der neue Chef ist sehr sympathisch.
"das System, -e",1. Welches Betriebssystem hast du? 2. Ich kenne Ihr System nicht. Können Sie es mir erklären?
,
"die Tabelle, -n ",Tragen Sie die richtige Information in die Tabelle ein.
"die Tablette, -n ",Nehmen Sie dreimal täglich eine Tablette.
"die Tafel, -n",1. Der Lehrer schreibt das neue Wort an die Tafel. 2. Sie finden am Eingang eine Informationstafel. 3. Ich hätte gern zwei Tafeln Schokolade. 
"der Tagesablauf, -""e ",Wie ist Ihr Tagesablauf?
"die Tagesmutter, -""","Wenn ich im Deutschkurs bin, ist mein Sohn bei der Tagesmutter."
"das Tal, -""er",Unser Dorf liegt in einem Tal.
"tanken, tankt, tankte, hat getankt",1. Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr. 2. Bitte einmal volltanken!
"die Tankstelle, -n ",Wo ist die nächste Tankstelle?
"die Tante, -n",Meine Tante heißt Clara.
"tanzen, tanzt, tanzte, hat getanzt",Auf der Hochzeit haben wir viel getanzt.
"der Tanz, -""e",Diese modernen Tänze kann ich nicht.
"der Tarif, -e ",1. Die Städtischen Verkehrsbetriebe wollen die Tarife erhöhen.
"die Tasche, -n","1. Ich habe nicht viel Gepäck, nur eine Tasche.2. Meine Jacke hat keine Taschen. "
"das Taschentuch, -""er ",Hast du ein Taschentuch für mich?
"die Tasse, -n",1. Die Tassen sind von meiner Großmutter.2. Möchten Sie eine Tasse Kaffee?
"die Taste, -n",1. An meinem Handy ist eine Taste kaputt.2. Du musst jetzt die Stopp-Taste drücken.
"die Tastatur, -en ",Die Tastatur an meinem Computer ist ganz neu.
"die Tat, -en",Danke für die Hilfe. Das war wirklich eine gute Tat!
"der Täter, -",1. Die Polizei hat den Täter endlich gefasst.2. Können Sie den Täter beschreiben?
"die Tätigkeit, -en",Welche Tätigkeit würde Ihnen Spaß machen?
"täuschen, täuscht, täuschte, hat getäuscht",Ich habe mich getäuscht. Es war doch eine andere Hausnummer.
"das Taxi, -s ",Soll ich ein Taxi für Sie bestellen?
"das Team, -s ",Ich arbeite gerne im Team.
"die Technik, -en","1. Ich verstehe nicht viel von Technik. 2. Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik."
technisch,1. Es gab ein technisches Problem. 2. Mein Bruder ist technisch sehr interessiert.
der Tee,1. Bitte einen Tee mit Zitrone. 2. Was kostet dieser Tee hier?
"das Teil, -e ",Dieses Teil müssen wir erst bestellen.
"der Teil, -e",1. Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden2. Der Film hat zwei Teile. Heute kommt Teil 1.3. Gefällt dir der neue Job? – Nur zum Teil.
die Teilzeit,Ich arbeite im Moment nur Teilzeit.
"teilen, teilt, teilte, hat geteilt",1. Mein Mann und ich teilen uns die Arbeit.2. Wollen wir uns eine Pizza teilen? 3. Was machst du mit dem Gewinn? –Ich teile ihn mit meiner Schwester.
"teilnehmen, nimmt teil, nahm teil, hat teilgenommen",Leider konnte ich an dem Kurs nicht regelmäßig teilnehmen.
"die Teilnahme, -n ",Die Teilnahme am Gewinnspiel ist kostenlos.
"der Teilnehmer, -",Die Teilnehmer aus unserem Kurs kommen aus verschiedenen Ländern.
teilweise,1. War der Test schwierig? – Teilweise. 2. Kannst du mir den Satz erklären? Ich verstehe ihn nur teilweise.
"telefonieren, telefoniert, telefonierte, hat telefoniert",1. Ich muss kurz telefonieren. 2. Mein Mann telefoniert gerade.
"das Telefon, -e ",Er ruft Sie zurück.
"der Teller, -",1. Darf ich bitte Ihr Telefon benutzen? 2. Haben Sie Telefon?
"die Temperatur, -en ",1. Stell bitte schon mal die Teller auf den Tisch!2. Willst du noch einen Teller Suppe? Mittagstemperaturen um 25 Grad.
das Tempo (Sg.),1. Hier darfst du nur Tempo 30 fahren. 2. Achtung. Hier ist eine Tempo-30-Zone.
das Tennis,Meine Tochter spielt Tennis.
,
,
"der Teppich, -e",1. Ich habe mir einen neuen Teppich gekauft. 2. Hat die Wohnung Teppichboden?
"der Termin, -e",1. Als Termin schlage ich den 3. Mai vor. 2. Ich hätte gern einen Termin.
"die Terrasse, -n",Setzen wir uns auf die Terrasse! 
"testen, testet, testete, hat getestet",Testen Sie unsere Angebote kostenlos.
"der Test, -s",Ich bin ganz sicher: Du wirst den Test schaffen.
teuer,1. Ich finde das nicht teuer. 2. Dieses Geschäft ist mir zu teuer.
"der Text, -e ",Lesen Sie den Text.
"das Theater, -",1. Der Bus hält direkt am Theater. 2. Wir gehen nächste Woche ins Theater.
"das Thema, Themen",Wir haben im Kurs viel über das Thema Umwelt gesprochen.
theoretisch,Ich habe die theoretische Prüfung bestanden. Nach der praktischen bekomme ich den Führerschein.
"die Therapie, -n",Die Therapie hat geholfen. Es geht mir schon viel besser.
"das Ticket, -s",1. Wir müssen die Flugtickets abholen. 2. Wie viel kostet das Ticket?
tief,"1. Vorsicht, Kinder! Das Wasser ist hier sehr tief. 2. Der Schrank ist drei Meter breit und 60 Zentimeter tief. 3. Bitte jetzt tief einatmen!"
"das Tier, -e",Meine Tochter mag Tiere.
"das Haustier, -e ",Wir haben kein Haustier.
"der Tierpark, -s",Wollen wir am Samstag mit den Kindern in den Tierpark gehen?
"der Tipp, -s",Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?
"der Tisch, -e",Warum kommst du so spät? Das Essen steht schon auf dem Tisch.
"der Titel, -",Wie heißt der Film? – Ich weiß den Titel nicht mehr.
"die Tochter, -""",Das ist meine Tochter Katharina.
der Tod,Ich habe meinen Großvater vor seinem Tod noch einmal gesehen.
tödlich,Mein Kollege hatte einen tödlichen Unfall.
"die Toilette, -n",Wo ist die Toilette bitte?
tolerant,Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.
toll,1. Ich habe mir ein tolles Kleid gekauft. 2. Unser Urlaub war toll.
"die Tomate, -n ",Kauf bitte noch Tomaten auf dem Markt.
"die Tonne, -n ",Der Bio-Müll kommt in die grüne Tonne.
"das Top, -s ",Für den Sommer habe ich mir ein paar schöne Tops gekauft.
"der Topf, -""e ",Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.
"das Tor, -e",1. Hinter dem Tor geht es zur Fabrik. 2. Mein Bruder hat gestern wieder ein Tor geschossen.
tot,Meine Großeltern sind schon lange tot.
der Tote,Bei dem Unfall gab es zwei Tote. 
total ,Der Film war total langweilig.
"die Tour, -en",Am Wochenende machen wir eine Tour durch die Dörfer.
der Tourismus ,In dieser Gegend gibt es viel Tourismus.
"der Tourist, -en",Es kommen immer mehr Touristen in unsere Stadt.
"die Tradition, -en",Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.
traditionell,Ich mag die traditionelle Küche.
"tragen, trägt, trug, hat getragen",1. Lass mich den Koffer tragen. Der ist zu schwer für dich. 2. Mein Bruder trägt eine Brille. 3. Die Kosten trägt die Krankenkasse.
"trainieren, trainiert, trainierte, hat trainiert",Wir trainieren einmal pro Woche im Sportverein.
"der Trainer, - ",Ich finde unseren Trainer sehr nett.
