suchen, sucht, suchte, hat gesucht;buscar;1. Ich suche meine Brille. 2. Wir suchen eine größere Wohnung. 3. Wen suchen Sie?
der Süden/Süd/Süd-;"";1. Dieser Ort liegt im Süden der Schweiz. 2. Menschen aus Nord und Süd feiern dieses Fest. 3. z. B. Süddeutschland, Südbahnhof,
südlich ;del sur, meridional,al sur de;Südwind, ... Mein Dorf liegt südlich von München.
"der Supermarkt, -""e";supermercado m;Donnerstags gehe ich immer in den Supermarkt.
die Suppe, -n;sopa f,consomé m;Schmeckt dir die Suppe?
süß;dulce,azucarado,fragante,suave, dulce,mono;1. Ich esse gern süße Sachen. 2. Die kleine Eva ist aber wirklich süß.
das Symbol, -e;símbolo m de,icono m;1. Das Herz ist ein Symbol für die Liebe. 2. Auf dem Bildschirm finden Sie viele Symbole.
sympathisch;simpático;1. Ich finde unsere neue Kollegin sehr sympathisch.2. Der neue Chef ist sehr sympathisch.
das System, -e;sistema m;1. Welches Betriebssystem hast du? 2. Ich kenne Ihr System nicht. Können Sie es mir erklären?
die Tabelle, -n ;tabla f,cuadro m;Tragen Sie die richtige Information in die Tabelle ein.
die Tablette, -n ;pastilla f,comprimido m;Nehmen Sie dreimal täglich eine Tablette.
die Tafel, -n;tabla f,placa f (conmemorativa),pizarra f,panel m,tableta f,cuadro m,lámina f,mesa f;1. Der Lehrer schreibt das neue Wort an die Tafel. 2. Sie finden am Eingang eine Informationstafel. 3. Ich hätte gern zwei Tafeln Schokolade. 
"der Tagesablauf, -""e ";tra(n)scurso m del día;Wie ist Ihr Tagesablauf?
"die Tagesmutter, -""";mujer-canguro f,niñera f (que cuida a niños en su propia casa);Wenn ich im Deutschkurs bin, ist mein Sohn bei der Tagesmutter.
"das Tal, -""er";valle m;Unser Dorf liegt in einem Tal.
tanken, tankt, tankte, hat getankt;echar [oder repostar] gasolina;1. Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr. 2. Bitte einmal volltanken!
die Tankstelle, -n ;gasolinera f,estación m de servicio,grifo m Peru;Wo ist die nächste Tankstelle?
die Tante, -n;tía f;Meine Tante heißt Clara.
tanzen, tanzt, tanzte, hat getanzt;bailar,balancearse en,volar,andar con paso ligero;Auf der Hochzeit haben wir viel getanzt.
"der Tanz, -""e";baile m,danza f;Diese modernen Tänze kann ich nicht.
der Tarif, -e ;tarifa f;1. Die Städtischen Verkehrsbetriebe wollen die Tarife erhöhen.
die Tasche, -n;bolsillo m,bolso m,busaca f Col, Ven,bolsa f (de viaje),cartera f;1. Ich habe nicht viel Gepäck, nur eine Tasche.2. Meine Jacke hat keine Taschen. 
"das Taschentuch, -""er ";pañuelo m;Hast du ein Taschentuch für mich?
die Tasse, -n;taza f;1. Die Tassen sind von meiner Großmutter.2. Möchten Sie eine Tasse Kaffee?
die Taste, -n;tecla f;1. An meinem Handy ist eine Taste kaputt.2. Du musst jetzt die Stopp-Taste drücken.
die Tastatur, -en ;teclado m;Die Tastatur an meinem Computer ist ganz neu.
die Tat, -en;hecho m,acción f,acto m,delito m;Danke für die Hilfe. Das war wirklich eine gute Tat!
der Täter, -;autor(a) m(f) de un delito;1. Die Polizei hat den Täter endlich gefasst.2. Können Sie den Täter beschreiben?
die Tätigkeit, -en;actividad f,trabajo m,funcionamiento m;Welche Tätigkeit würde Ihnen Spaß machen?
täuschen, täuscht, täuschte, hat getäuscht;engañar;Ich habe mich getäuscht. Es war doch eine andere Hausnummer.
das Taxi, -s ;taxi m,coche m Mex,concho m Ant, Cuba;Soll ich ein Taxi für Sie bestellen?
das Team, -s ;equipo m;Ich arbeite gerne im Team.
die Technik, -en;tecnología f,instalaciones f pl técnicas,(sección f ) técnica f,técnica f,método m;1. Ich verstehe nicht viel von Technik. 2. Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.
technisch;técnico;1. Es gab ein technisches Problem. 2. Mein Bruder ist technisch sehr interessiert.
der Tee;té m,infusión f;1. Bitte einen Tee mit Zitrone. 2. Was kostet dieser Tee hier?
das Teil, -e ;parte f,componente m,pieza f,recambio m;Dieses Teil müssen wir erst bestellen.
der Teil, -e;parte f,componente m,pieza f,recambio m;1. Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden2. Der Film hat zwei Teile. Heute kommt Teil 1.3. Gefällt dir der neue Job? – Nur zum Teil.
die Teilzeit;"";Ich arbeite im Moment nur Teilzeit.
teilen, teilt, teilte, hat geteilt;partir en,dividir en,repartir entre,dividir por;1. Mein Mann und ich teilen uns die Arbeit.2. Wollen wir uns eine Pizza teilen? 3. Was machst du mit dem Gewinn? –Ich teile ihn mit meiner Schwester.
teilnehmen, nimmt teil, nahm teil, hat teilgenommen;participar en,tomar parte en,asistir a;Leider konnte ich an dem Kurs nicht regelmäßig teilnehmen.
die Teilnahme, -n ;participación f en,colaboración f en,asistencia f a,interés m,simpatía f,pésame m;Die Teilnahme am Gewinnspiel ist kostenlos.
der Teilnehmer, -;participante mf,cursillista mf,abonado(-a) m (f);Die Teilnehmer aus unserem Kurs kommen aus verschiedenen Ländern.
teilweise;parcial,en parte, parcialmente;1. War der Test schwierig? – Teilweise. 2. Kannst du mir den Satz erklären? Ich verstehe ihn nur teilweise.
telefonieren, telefoniert, telefonierte, hat telefoniert;hablar por teléfono,telefonear,llamar por teléfono;1. Ich muss kurz telefonieren. 2. Mein Mann telefoniert gerade.
das Telefon, -e ;teléfono m;Er ruft Sie zurück.
der Teller, -;plato m,disco m;1. Darf ich bitte Ihr Telefon benutzen? 2. Haben Sie Telefon?
die Temperatur, -en ;temperatura f,fiebre f;1. Stell bitte schon mal die Teller auf den Tisch!2. Willst du noch einen Teller Suppe? Mittagstemperaturen um 25 Grad.
das Tempo (Sg.);velocidad f,tiempo m,ritmo m,pañuelo m de papel,kleenex ® m;1. Hier darfst du nur Tempo 30 fahren. 2. Achtung. Hier ist eine Tempo-30-Zone.
das Tennis;tenis m;Meine Tochter spielt Tennis.
der Teppich, -e;alfombra f;1. Ich habe mir einen neuen Teppich gekauft. 2. Hat die Wohnung Teppichboden?
der Termin, -e;plazo m,fecha f,cita f;1. Als Termin schlage ich den 3. Mai vor. 2. Ich hätte gern einen Termin.
die Terrasse, -n;terraza f;Setzen wir uns auf die Terrasse! 
testen, testet, testete, hat getestet;examinar,probar;Testen Sie unsere Angebote kostenlos.
der Test, -s;prueba f,test m;Ich bin ganz sicher: Du wirst den Test schaffen.
teuer;caro,salado CSur,valioso,querido, apreciado;1. Ich finde das nicht teuer. 2. Dieses Geschäft ist mir zu teuer.
der Text, -e ;texto m,letra f,leyenda f;Lesen Sie den Text.
das Theater, -;teatro m,(función f de) teatro m,representación f,(mundo m del) teatro m,(público m del) teatro m;1. Der Bus hält direkt am Theater. 2. Wir gehen nächste Woche ins Theater.
das Thema, Themen;tema m,asunto m;Wir haben im Kurs viel über das Thema Umwelt gesprochen.
theoretisch;teórico;Ich habe die theoretische Prüfung bestanden. Nach der praktischen bekomme ich den Führerschein.
die Therapie, -n;terapia f;Die Therapie hat geholfen. Es geht mir schon viel besser.
das Ticket, -s;billete m,entrada f;1. Wir müssen die Flugtickets abholen. 2. Wie viel kostet das Ticket?
tief;profundo, hondo,profundo,bajo,grave, profundo,intenso,profundamente,mucho, profundamente;1. Vorsicht, Kinder! Das Wasser ist hier sehr tief. 2. Der Schrank ist drei Meter breit und 60 Zentimeter tief. 3. Bitte jetzt tief einatmen!
das Tier, -e;animal m,fiera f;Meine Tochter mag Tiere.
das Haustier, -e ;animal m doméstico,mascota f;Wir haben kein Haustier.
der Tierpark, -s;(parque m ) zoológico m;Wollen wir am Samstag mit den Kindern in den Tierpark gehen?
der Tipp, -s;"";Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?
der Tisch, -e;mesa f;Warum kommst du so spät? Das Essen steht schon auf dem Tisch.
der Titel, -;título m;Wie heißt der Film? – Ich weiß den Titel nicht mehr.
"die Tochter, -""";hija f,camarera f,mujer f de la limpieza;Das ist meine Tochter Katharina.
der Tod;muerte f,fallecimiento m elev,defunción f elev,petateada f Mex;Ich habe meinen Großvater vor seinem Tod noch einmal gesehen.
tödlich;mortal,a muerte, mortalmente;Mein Kollege hatte einen tödlichen Unfall.
die Toilette, -n;aseo m,(momento m de) vestirse m,(momento m del) peinado m,servicio m,baño m,tocador m,galas f pl,tocado m;Wo ist die Toilette bitte?
tolerant;tolerante;Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.
toll;increíble,fantástico, genial,achalay Arg, Peru,achachay Col, Ecua,piocha Mex,terrible;1. Ich habe mir ein tolles Kleid gekauft. 2. Unser Urlaub war toll.
die Tomate, -n ;tomate m;Kauf bitte noch Tomaten auf dem Markt.
die Tonne, -n ;tonel m,bidón m,cubo m (de la basura),tonelada f,boya f;Der Bio-Müll kommt in die grüne Tonne.
das Top, -s ;top m;Für den Sommer habe ich mir ein paar schöne Tops gekauft.
"der Topf, -""e ";olla f,cazuela f,orinal m,bacinilla f,lavabo m,maceta f,fondo m;Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.
das Tor, -e;portal m,puerta f,portería f,gol m,necio m,mentecato m;1. Hinter dem Tor geht es zur Fabrik. 2. Mein Bruder hat gestern wieder ein Tor geschossen.
tot;muerto,inánime,fallecido,marchito,inanimado,sin vida,agotado,inútil,inerte;Meine Großeltern sind schon lange tot.
der Tote;"";Bei dem Unfall gab es zwei Tote. 
total ;total, absoluto,completo, verdadero,por completo,total,vollständig,spitze,super,(Gesamt)summe f,Gesamtheit f,also,kurz und gut,sowieso,letztendlich;Der Film war total langweilig.
die Tour, -en;excursión f a,tour m por,vuelta f por,recorrido m,truco m,plan m,revolución f,vuelta f;Am Wochenende machen wir eine Tour durch die Dörfer.
der Tourismus ;turismo m;In dieser Gegend gibt es viel Tourismus.
der Tourist, -en;turista mf;Es kommen immer mehr Touristen in unsere Stadt.
die Tradition, -en;tradición f;Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.
traditionell;tradicional;Ich mag die traditionelle Küche.
tragen, trägt, trug, hat getragen;llevar,soportar, sostener,llevar, soportar,asumir,responder de,hacerse cargo de,resistir, aguantar,dar frutos,estar preñado,llevarse,tener;1. Lass mich den Koffer tragen. Der ist zu schwer für dich. 2. Mein Bruder trägt eine Brille. 3. Die Kosten trägt die Krankenkasse.
trainieren, trainiert, trainierte, hat trainiert;entrenarse,entrenar;Wir trainieren einmal pro Woche im Sportverein.
der Trainer, - ;chándal m,entrenador(a) m (f);Ich finde unseren Trainer sehr nett.
das Training;entrenamiento m;1. Jeden Dienstag ist Training. 2. Ich gehe jede Woche zum Training.
transportieren, transportiert, transportierte, hat transportiert;tra(n)sportar,trasladar;Wie willst du die Möbel denn transportieren?
der Transport, -e ;tra(n)sporte m;Was kostet der Transport?
die Trauung, -en;boda f,casamiento m;Ich bin zur Hochzeit eingeladen. Die Trauung ist um 11 Uhr.
träumen, träumt, träumte, hat geträumt;soñar con;1. Ich habe schlecht geträumt. 2. Ich träume von einem großen Haus mit Garten.
"der Traum, -""e ";sueño m; Mein Traum ist ein eigenes Geschäft. 
Traum-;"";Mein Traumberuf ist Feuerwehrmann.
traurig;triste, afligido,agüitado Mex,achucutado Col,triste, doloroso,deplorable, miserable;1. Ich bin traurig. Ich darf nicht mitfahren. 2. Das war ein sehr trauriger Film.
treffen, trifft, traf, hat getroffen;acertar,encontrar,encontrarse con,dar con,alcanzar,dar,ofender,afectar,concernir;1. Wir treffen uns immer freitags. 2. Ich habe Petra zufällig in der Stadt getroffen.
der Treffpunkt, -e;lugar m de encuentro;Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.
treiben, treibt, trieb, hat getrieben;llevar,empujar,hacer avanzar,apremiar a,hacer funcionar,clavar en,cavar,dedicarse a,practicar,echar,ser llevado,ser arrastrado (por la corriente),flotar en,brotar,ser diurético;Welchen Sport treibst du?
trennen, trennt, trennte, hat getrennt;separar de,retirar de,dividir,separar,apartar,diferenciar,distinguir,descomponer,seleccionar;1. Wir leben getrennt. 2. Meine Freundin und ihr Mann haben sich getrennt. 
die Trennung, -en;separación f,división f,división f de sílabas,separación f de sílabas,silabeo m,aislamiento m,diferenciación f,delimitación f;1. Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung. 2. Die Trennung von der Familie war schwierig.
die Treppe, -n;escalera f;1. Wo ist die Toilette? – Die Treppe hoch und dann links. 2. Meine Oma kann nicht gut Treppen steigen.
treten, tritt, trat, hat/ ist getreten;salir a,entrar a/en,ponerse delante de detrás de al lado de,pisar,pisotear,dar [oder pegar] una patada contra a,pedalear,pegar [oder dar] una patada;Ich bin in ein Stück Glas getreten.
treu;fiel,leal,de confianza,de buena fe;Herr Maier ist ein treuer Kunde von uns.
trinken, trinkt, trank, hat getrunken;beber de/por a,tomar;Trinken Sie einen Tee mit uns?
das Trinkgeld, -er;propina f,gato m Mex,feria f CRi, ElSal;1. Ich habe dem Kellner zwei Euro Trinkgeld gegeben.
trocknen, trocknet, trocknete, ist/ hat getrocknet;secarse,secar;1. Ich habe mir die Haare getrocknet. 2. Haben Sie getrocknete Pflaumen?
trocken;seco,sin lluvia,(en) seco,sobrio,aburrido,lacónico,acre,que ya no bebe;1. Die Wäsche ist noch nicht trocken. 3. Bitte einen trockenen Wein. 4. Hoffentlich regnet es bald. Alles ist ganz trocken. 
der Tropfen, -;gota f;Hast du die Tropfen schon genommen?
trotz;a pesar de, pese a;Trotz Grippe bin ich zur Arbeit gegangen.
trotzdem ;no obstante,sin embargo;Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.
das T-Shirt, -s ;camiseta f,playera f Guat, Mex;Es ist sehr warm draußen. Zieh dir lieber nur ein T-Shirt an.
tun, tut, tat, hat getan;hacer,poner;1. Ich habe heute viel zu tun. 2. Was kann ich für Sie tun? 3. Ich habe zu viel Zucker in den Kaffee getan. 4. Es tut mir leid. Ich kann nicht kommen. 5. Der Arm tut mir weh. 6. Ich habe endlich mal ausgeschlafen. Das hat gut getan. 
die Tür, -en ;puerta f;Machen Sie bitte die Tür zu! Es zieht.
"der Turm, -""e";torre f,campanario m,palanca f,torreta f;Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.
die Tüte, -n ;bolsa f;Geben Sie mir bitte eine Tüte.
der Typ, -en;tipo m,tío m;1. Mein Nachbar ist ein netter Typ. 2. Reparieren Sie alle Autotypen?
typisch;típico de;Im Hotel gab es typisch deutsches Essen.
die U-Bahn, -en;metro m;Ich fahre mit der U-Bahn.
üben;practicar,entrenarse,ensayar,ejercitar;Ich kann noch nicht so gut Deutsch sprechen. Ich muss mehr üben.
die übung, -en;"";1. Diese übung war sehr schwer. 2. Ich fahre nicht oft Auto. Mir fehlt die übung.
über;sobre, (por) encima de,en, sobre,al otro lado de,más allá de,durante,por encima de, sobre,a causa de, debido a,por,vía, pasando por,por, sobre,sobre, acerca de,por, de,de más de,por medio de, a través de,(de) más de,sobrante,superior en;1. Die Müllers wohnen direkt über uns. 2. Pass bitte auf, wenn du über die Straße gehst. 3. Fahren Sie über Stuttgart oder über Würzburg? 4. übers Wochenende fahren wir in die Berge. 5. Kinder über zehn Jahre müssen voll bezahlen. 7. Ich suche ein Buch über die deutsche Küche.
überall;por [oder en] todas partes;Ich habe überall gesucht, aber meine Brille ist weg.
überfahren, überfährt, überfuhr, hat überfahren;atropellar, arrollar,pasar, saltar(se),coger de sorpresa;Gestern hat ein Autofahrer einen Fußgänger überfahren.
überhaupt;en general,en realidad,después de todo, a fin de cuentas;1. Die Suppe schmeckt mir überhaupt nicht.2. Ich kenne hier überhaupt niemand. 3. Tut mir leid. Ich habe überhaupt keine Zeit. 4. Du willst mit meinem Auto fahren?
überholen, überholt, überholte, hat überholt;adelantar,aventajar, superar,revisar,llevar a la otra orilla,escorarse;Hast du überhaupt einen Führerschein? Hier dürfen LKWs nicht überholen.
überlegen, überlegt, überlegte, hat überlegt;superior,arrogante,con aire de superioridad,pensar, reflexionar,reflexionar (sobre), pensar,considerar,echar por encima;1. Ich kann mich nicht entscheiden. Ich muss mir das noch überlegen.2. Ich habe mir überlegt, ein Auto zu kaufen.3. Ich habe lange überlegt, was ich machen soll.
übermorgen;pasado mañana;Morgen kann ich nicht. Wir sehen uns übermorgen.
übernachten, übernachtet, übernachtete, hat übernachtet;pernoctar en casa de en,pasar la noche en en casa de fam;Wir haben auf dem Campingplatz übernachtet.
die übernachtung, -en;"";In diesem Hotel kostet die übernachtung mit Frühstück 90 Euro.
übernehmen, übernimmt, übernahm, hat übernommen;tomar,hacerse cargo de,encargarse de,tomar posesión de,correr con,adoptar,asumir,recibir, aceptar;Ich habe die Möbel vom Vormieter übernommen.
überprüfen, überprüft, überprüfte, hat überprüft;examinar, revisar,controlar, inspeccionar,chequear,comprobar;Bitte überprüfen Sie Ihre Kontonummer.
überqueren, überquert, überquerte, hat überquert;cruzar, atravesar;Bitte die Straße nur an der Ampel überqueren.
überraschen, überrascht, überraschte, hat überrascht;sorprender;Ich bin ganz überrascht, dass die Wohnung so billig ist.
die überraschung,-en;"";1. Ich habe eine überraschung für dich. 2. Das ist ja eine überraschung.
überreden, überredet, überredete, hat überredet;persuadir,convencer;Ich dachte, du bist im Urlaub.
übersetzen, übersetzt, übersetzte, hat übersetzt;traducir de a,cruzar,pasar (a la otra orilla),llevar [oder conducir] a la otra orilla;Zuerst wollte ich nicht, aber mein Bruder hat mich überredet, einen Englischkurs zu machen.
der übersetzer, -;"";Können Sie mir bitte diesen Brief übersetzen?
die übersetzung, -en ;"";Meine Tochter möchte als übersetzerin arbeiten.
die überstunde, -n;"";Was kostet die übersetzung? Ich muss heute überstunden machen.
übertragen, überträgt, übertrug, hat übertragen;usado,transmitir,aplicar a,transmitir a,transferir,conferir,otorgar,encargar, asignar,copiar,trasladar de a;Sie übertragen das Fußballspiel morgen direkt.
übertreiben, übertreibt, übertrieb, hat übertrieben;exagerar;Ein bisschen Sport ist gesund. Aber man sollte es nicht übertreiben.
überweisen, überweist, überwies, hat überwiesen;transferir,girar,enviar,remitir,asignar a,destinar a;1. Ich überweise dir das Geld. 2. Der Arzt hat mich ins Krankenhaus überwiesen.
die überweisung, - en;"";1. Sie können bar oder per überweisung bezahlen. 2. Der Hausarzt hat mir eine über- weisung fürs Krankenhaus gegeben.
überzeugen, überzeugt, überzeugte, hat überzeugt;convencer de,persuadir de;1. Ihr Vorschlag überzeugt mich gar nicht. 2. Ich bin fest davon überzeugt.
die überzeugung, -en;"";Wie bist du zu dieser überzeugung gekommen?
üblich;usual, habitual,tradicional, clásico;In Deutschland ist es üblich, früh zu Abend zu essen.
übrig;restante;Ist noch etwas zu essen übrig?
übrigens;por cierto, a propósito,dicho sea de paso;übrigens, kennst du schon die neuen Nachbarn?
die Uhr, -en;reloj m,hora f;1. Wie viel Uhr ist es? 2 Um wie viel Uhr müssen wir gehen? 3. Es ist vier Uhr. 4. Ich habe eine neue Uhr. 5. Meine Uhr ist stehen geblieben. 6. Die Uhr geht richtig/falsch/vor/nach.
um;a,sobre, hacia,tras,en,de,por,alrededor (de),aproximadamente;1. Wir treffen uns um 8 Uhr. 2. Die Apotheke ist gleich um die Ecke. 3. Die Benzinpreise sind schon wieder um 3 % gestiegen.
umarmen, umarmt, umarmte, hat umarmt;abrazar,dar un abrazo;1. Lass dich umarmen. 2. Zum Abschied haben wir uns umarmt.
um ... zu;"";Was muss ich tun, um Wohngeld zu bekommen?
umdrehen, dreht um, drehte um, hat umgedreht;volver,dar vuelta a,dar la vuelta;"1. Dreh dich mal um. Da hinten liegt das Buch doch.2. Dreh das Blatt um; die Lösung steht auf der Rückseite."
die Umfrage, -n;encuesta f,sondeo m (de opinión);Wir machen eine Umfrage zum Thema Umweltschutz.
die Umgebung, -en;alrededores m pl,cercanías f pl,vecindad f,ambiente m,entorno m;In der Umgebung von Berlin kann man schöne Ausflüge machen.
umgekehrt;invertido,contrario, opuesto,a la inversa,al revés, al contrario;Nein, umgekehrt: erst der Vorname, dann der Nachname.
die Umleitung, -en;desviación f,desvío m;Sie müssen eine Umleitung fahren.
umso;tanto más...;Ich mag süßen Tee. Je süßer, umso besser.
umsonst;gratis,de coca Mex,en vano, para nada,sin motivo;1. Ich musste nichts bezahlen. Die Reparatur war umsonst.2. Nichts hat geholfen, es war alles umsonst.
umsteigen, steigt um, stieg um, ist umgestiegen;hacer tra(n)sbordo,pasar a;In Ulm müssen Sie umsteigen.
umtauschen, tauscht um, tauschte um, hat umgetauscht;cambiar por;1. Ich möchte diese Bluse umtauschen. Sie passt mir nicht.2. Wo kann ich Geld umtauschen?
die Umwelt;entorno m,medio m ambiente;Alte Autos sind ein Problem für die Umwelt.
umziehen, zieht um, zog um, hat/ ist umgezogen;mudarse a,trasladarse a;1. Ich komme gleich. Ich muss mich nur schnell umziehen.2. Die Meiers sind letzten Monat umgezogen.
"der Umzug, -""e";mudanza f,desfile m;Der Umzug ist nächste Woche. 
unbedingt;absoluto,incondicional,sin falta, a toda costa;Ich muss unbedingt mit dir sprechen. 
unfreundlich;desatento, poco amable,desapacible;Die Verkäuferin war sehr unfreundlich.
und;y,e,más,más y más;1. Ich habe heute und morgen frei. 2. Ich kaufe ein und mein Mann kocht.
"der Unfall, -""e";accidente m;Ich hatte letzte Woche einen Unfall.
ungefähr;aproximado, aproximativo,aproximadamente, más o menos;Wie weit ist es bis zum Bahnhof? Nicht weit, ungefähr zehn Minuten zu Fuß.
ungewöhnlich;insólito, poco común,extraordinario;Haben Sie etwas Ungewöhnliches gesehen?
unglaublich;increíble,increíble, inaudito,tremendo;Es ist unglaublich. Schon wieder so ein Unglück.
das Unglück;desgracia f,mala suerte f,desdicha f,infortunio m,accidente m,catástrofe f,miseria f,ruina f;Bei dem Eisenbahnunglück gab es viele Menschen mit Verletzungen.
unheimlich;tenebroso, inquietante,lúgubre,enorme,muy;Die Prüfung war unheimlich schwer.
unten;abajo,en el fondo de, en la parte de abajo de,en el sur;1. Wir wohnen im 3. Stock, meine Eltern unten im 1. Stock.2. Sie ist mal kurz nach unten gegangen.
unter;debajo de, bajo,entre,menos de,bajo;1. Unter uns wohnt eine Familie mit drei Kindern.2. Die CDs sind im Regal unter dem Fernseher.
unter-;"";Mein Pass ist im unteren Regal.
unterbrechen, unterbricht, unterbrach, hat unterbrochen;interrumpir,cortar;Wir unterbrechen die Sendung für eine wichtige Nachricht.
unterhalten sich, unterhält sich, unterhielt sich, hat sich unterhalten;"";Wir haben uns über das Fußballspiel unterhalten.
die Unterhaltung, -en ;mantenimiento m,conversación f sobre/de,entretenimiento m,diversión f;Wir wünschen Ihnen gute Unterhaltung.
"die Unterkunft, -""e";alojamiento m,hospedaje m;1. Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft. 2. Ist dieser Preis inklusive Unterkunft und Essen?
die Unterlagen (Pl.);"";Bitte bringen Sie alle Unterlagen zu dem Termin mit.
unternehmen, unternimmt, unternahm, hat unternommen;realizar, hacer,emprender;Wollen wir heute Abend noch etwas unternehmen?
unterrichten, unterrichtet, unterrichtete, hat unterrichtet;dar clase(s) de,dar clase(s) a,informar sobre de;Meine Frau unterrichtet Spanisch.
der Unterricht;enseñanza f,clase f;Der Unterricht dauert von 17 bis 19 Uhr.
unterscheiden, unterscheidet, unterschied, hat unterschieden;distinguir de,diferenciar de,hacer una distinción entre;Ihr seid euch sehr ähnlich. Auf dem . Foto kann man euch beide nicht unterscheiden.
der Unterschied, -e;diferencia f entre,distinción f entre;Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?
unterschiedlich;distinto, diferente;Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich für Sprachen.
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben;firmar;Unterschreiben Sie bitte hier unten rechts.
die Unterschrift, -en;firma f;Auf dem Schreiben fehlt die Unterschrift.
unterstreichen, unterstreicht, unterstrich, hat unterstrichen;subrayar,subrayar, poner de relieve;Wir sollen alle wichtigen Wörter unterstreichen.
unterstützen, unterstützt, unterstützte, hat unterstützt;apoyar en,respaldar en,ayudar a/en,favorecer en,fomentar en,subvencionar,soportar;Meine Eltern unterstützen mich finanziell.
die Unterstützung, -en;apoyo m,respaldo m,ayuda f,fomento m,subvención f,ayuda f económica,soporte m;Bekommen Sie eine staatliche Unterstützung?
untersuchen, untersucht, untersuchte, hat untersucht;investigar,indagar,analizar,examinar,estudiar,verificar,comprobar,registrar,inspeccionar,explorar,examinar de,explorar en busca de;Sie sollten sich vom Arzt untersuchen lassen.
die Untersuchung, -en;investigación f,pesquisa f,análisis m inv,examen m,estudio m,inspección f,revisión f,registro m en busca de,examen m (médico);Ich habe morgen eine Untersuchung im Krankenhaus.
unterwegs;en [oder de] camino,de viaje,en el [oder de] camino,fuera (de casa),en camino;1. Warte auf mich. Ich bin unterwegs und komme gleich.2. Unterwegs können wir noch etwas essen.3. Stell dir vor, der Brief war zwei Wochen unterwegs.
der Urlaub;vacaciones f pl,licencia f;1. Ich habe noch drei Tage Urlaub. 2. Ich nehme im September Urlaub. 3. Diesen Monat bekomme ich keinen Urlaub.
die Ursache, -n;causa f,motivo m,razón f;1. Vielen Dank! – Keine Ursache! 2. Kennt man schon die Unfallursache?
ursprünglich;inicial,original,natural,al principio;Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.
das Urteil, -e;opinión f,juicio m,sentencia f,fallo m;1. Dein Urteil ist für mich sehr wichtig. 2. Das Urteil des Gerichts erscheint mir zu hart.
"der Vater, -""";padre m;1. Mein Vater arbeitet in einem Restaurant.2. Herr Müller ist Vater geworden.
vegetarisch;vegetariano;1. Ich mag kein Fleisch. Ich esse am liebsten vegetarisch.2. Haben Sie auch vegetarische Gerichte?
verabreden, verabredet, verabredete, hat verabredet;convenir,fijar;Wir haben uns mit Freunden verabredet. Wir wollen zusammen essen.
verabredet sein;"";Tut mir leid, ich habe keine Zeit. Ich bin mit meiner Freundin verabredet.
verabschieden, verabschiedet, verabschiedete, hat verabschiedet;despedir,aprobar;Es ist schon 23 Uhr. Ich möchte mich verabschieden.
verändern, verändert, veränderte, hat verändert;cambiar,variar,modificar,transformar;Wir haben uns lange nicht gesehen. Aber du hast dich gar nicht verändert.
die Veranstaltung, -en;acto m;Am Samstag ist unser Lokal geschlossen. Wir haben eine Veranstaltung.
verantwortlich ;responsable de,de responsabilidad;Sie sind für Ihre Kinder verantwortlich.
die Verantwortung;responsabilidad f de;Sie tragen die Verantwortung für Ihre Kinder.
verbessern, verbessert, verbesserte, hat verbessert;mejorar, perfeccionar,batir,corregir;1. Ich habe mein Deutsch verbessert. 2. Meine Kinder haben sich in der Schule verbessert.
verbieten, verbietet, verbot, hat verboten;prohibir;Ich habe meinen Kindern das Rauchen verboten.
das Verbot, -e;prohibición f;Hier ist Parkverbot.
verbinden, verbindet, verband, hat verbunden;unir con,conllevar,acarrear,obligar,ensamblar,empalmar,enganchar,comunicar con,asociar con,vendar;1. Wir müssen die Wunde sofort verbinden.2. Sie sind falsch verbunden! Hier ist Müller, nicht Meyer.
"der Verband, -""e ";vendaje m,asociación f,unidad f;Der Arm ist gebrochen. Sie müssen einen Verband tragen.
die Verbindung, -en;conexión f,relación f entre con,contacto m,unión f,enganche m,comunicación f,enlace m,asociación f,corporación f estudiantil,compuesto m;1. Die Verbindung ist sehr gut. Ich kann direkt fahren und muss nicht umsteigen.2. Kannst du bitte lauter sprechen? Die Verbindung ist sehr schlecht.
verbrauchen, verbraucht, verbrauchte, hat verbraucht;gastar,consumir,agotar;Wie viel Benzin verbraucht dein Auto?
der Verbraucher, - ;consumidor(a) m (f);Die Verbraucher sollten sich vor dem Kauf genau informieren.
der Verbrecher, -;criminal mf,delincuente mf;Die Polizei hat den Verbrecher verhaftet.
